1614962446382, 5159-4504-8495-6584, Visa, 9, Aus_der_Region, 2.43, CHF, CHF, 1614962446082, 1.0
1614962556276, "5133-8644-9188-8569", "Diners Club", 12, "BioMarkt", 36.96, "CHF", "USD", 1614962556522, 1.08
1614962556328, "5115-2287-8744-1460", "Revolut", 2, "Shop_am_Eck", 2.11, "CHF", "USD", 1614962556522, 1.08
1614962556336, "5175-7042-4571-8502", "AMEX", 11, "Shop_am_Eck", 80.81, "CHF", "USD", 1614962556522, 1.08
1614962556364, "5163-9863-1504-7768", "MasterCard", 13, "BioMarkt", 85.89, "EUR", "USD", 1614962557525, 0.99
1614962556353, "5173-3504-3554-8190", "Revolut", 9, "Aus_der_Region", 41.02, "CHF", "USD", 1614962556522, 1.08
1614962556373, "5176-1392-5506-6726", "Revolut", 3, "SihlCity", 28.65, "EUR", "USD", 1614962557525, 0.99
1614962556424, "5181-9656-3663-6562", "Revolut", 14, "BioMarkt", 35.25, "CHF", "USD", 1614962556522, 1.08
1614962556441, "5180-4846-2599-1352", "Maestro", 6, "Tante_Emma", 71.69, "CHF", "USD", 1614962556522, 1.08
1614962556534, "5130-7375-9811-1219", "Visa", 4, "BioMarkt", 13.94, "EUR", "USD", 1614962557525, 0.99
1614962556603, "5146-1200-9965-8077", "MasterCard", 0, "Tante_Emma", 78.93, "EUR", "USD", 1614962557525, 0.99
1614962556732, "5150-4640-8813-4078", "Maestro", 1, "Aus_der_Region", 4.61, "EUR", "USD", 1614962557525, 0.99
1614962556838, "5162-5424-3189-1131", "AMEX", 0, "Tante_Emma", 52.2, "EUR", "USD", 1614962557525, 0.99
1614962557119, "5174-7494-1030-9154", "Diners Club", 7, "Aus_der_Region", 3.33, "EUR", "USD", 1614962557525, 0.99
1614962557225, "5123-9509-4738-4672", "Diners Club", 15, "BioMarkt", 13.47, "EUR", "USD", 1614962557525, 0.99
1614962557235, "5134-4832-1109-2792", "MasterCard", 15, "BioMarkt", 50.59, "EUR", "USD", 1614962557525, 0.99
1614962556487, "5186-4580-5933-5814", "AMEX", 14, "BioMarkt", 13.86, "CHF", "USD", 1614962556522, 1.08
1614962556506, "5185-1730-4366-5826", "MasterCard", 11, "Shop_am_Eck", 64.58, "CHF", "USD", 1614962556522, 1.08
1614962556625, "5120-1883-9104-9009", "Diners Club", 5, "Tante_Emma", 32.55, "CHF", "USD", 1614962556522, 1.08
1614962556790, "5123-2490-7773-2874", "Maestro", 3, "SihlCity", 44.86, "CHF", "USD", 1614962556522, 1.08
1614962556922, "5169-1384-1899-9523", "AMEX", 14, "BioMarkt", 76.24, "CHF", "USD", 1614962556522, 1.08
1614962556934, "5132-9025-8653-1081", "MasterCard", 0, "Tante_Emma", 42.48, "CHF", "USD", 1614962556522, 1.08
1614962556945, "5182-6879-3174-6988", "AMEX", 0, "Tante_Emma", 77.37, "CHF", "USD", 1614962556522, 1.08
1614962556956, "5171-1914-9228-8770", "Visa", 7, "Aus_der_Region", 49.82, "CHF", "USD", 1614962556522, 1.08
1614962556995, "5123-8588-5044-6098", "Revolut", 11, "Shop_am_Eck", 62.99, "CHF", "USD", 1614962556522, 1.08
1614962557088, "5163-1533-3528-1318", "Revolut", 10, "Aus_der_Region", 83.41, "CHF", "USD", 1614962556522, 1.08
1614962557182, "5126-9249-6388-2107", "Maestro", 9, "Aus_der_Region", 14.82, "CHF", "USD", 1614962556522, 1.08
1614962557192, "5193-9210-5769-2912", "Maestro", 8, "Aus_der_Region", 26.87, "CHF", "USD", 1614962556522, 1.08
1614962557323, "5155-8035-5341-6072", "Diners Club", 13, "BioMarkt", 51.31, "CHF", "USD", 1614962556522, 1.08
1614962557374, "5197-4303-7127-3707", "Visa", 15, "BioMarkt", 39.86, "EUR", "USD", 1614962557525, 0.99
1614962557385, "5133-9316-8788-2358", "AMEX", 15, "BioMarkt", 22.66, "EUR", "USD", 1614962557525, 0.99
1614962557434, "5158-4662-5905-6264", "Revolut", 11, "Shop_am_Eck", 38.18, "EUR", "USD", 1614962557525, 0.99
1614962557455, "5132-9291-6560-1388", "Diners Club", 8, "Aus_der_Region", 35.26, "EUR", "USD", 1614962557525, 0.99
1614962557655, "5142-1008-6306-4881", "Maestro", 12, "BioMarkt", 3.46, "EUR", "USD", 1614962557525, 0.99
1614962557342, "5195-2976-6123-8651", "MasterCard", 10, "Aus_der_Region", 27.13, "CHF", "USD", 1614962556522, 1.08
1614962557364, "5113-6038-8472-3692", "AMEX", 0, "Tante_Emma", 1.86, "CHF", "USD", 1614962556522, 1.08
1614962557464, "5198-2875-6047-9083", "Maestro", 12, "BioMarkt", 51.98, "CHF", "USD", 1614962556522, 1.08
1614962557486, "5155-3329-2976-9618", "Revolut", 11, "Shop_am_Eck", 52.63, "CHF", "USD", 1614962556522, 1.08
1614962557495, "5153-1664-1508-2037", "Diners Club", 4, "BioMarkt", 42.98, "CHF", "USD", 1614962556522, 1.08
1614962557534, "5160-3373-3436-8138", "MasterCard", 5, "Tante_Emma", 31.23, "CHF", "USD", 1614962556522, 1.08
1614962557717, "5175-2498-1854-6257", "Revolut", 4, "BioMarkt", 65.47, "EUR", "USD", 1614962557525, 0.99
1614962557756, "5121-6619-1002-5297", "MasterCard", 13, "BioMarkt", 37.14, "EUR", "USD", 1614962557525, 0.99
1614962557583, "5172-1433-9178-1307", "Visa", 0, "Tante_Emma", 19.28, "CHF", "USD", 1614962556522, 1.08
1614962557604, "5178-6169-5825-9060", "Diners Club", 1, "Aus_der_Region", 31.84, "CHF", "USD", 1614962556522, 1.08
1614962557676, "5159-3004-5143-6232", "Maestro", 13, "BioMarkt", 56.85, "CHF", "USD", 1614962556522, 1.08
1614962557728, "5121-5164-7059-6080", "MasterCard", 5, "Tante_Emma", 30.81, "CHF", "USD", 1614962556522, 1.08
1614962557789, "5153-9274-5683-6658", "MasterCard", 6, "Tante_Emma", 88.81, "CHF", "USD", 1614962556522, 1.08
1614962557914, "5175-4396-5254-5086", "MasterCard", 9, "Aus_der_Region", 14.11, "CHF", "USD", 1614962556522, 1.08
1614962557935, "5125-8966-8534-3608", "Maestro", 1, "Aus_der_Region", 81.08, "CHF", "USD", 1614962556522, 1.08
1614962557778, "5159-2030-1326-6301", "Visa", 7, "Aus_der_Region", 11.72, "EUR", "USD", 1614962557525, 0.99
1614962557809, "5179-3456-8011-5266", "Maestro", 4, "BioMarkt", 55.3, "EUR", "USD", 1614962557525, 0.99
1614962558151, "5126-8352-1048-1416", "Visa", 0, "Tante_Emma", 14.16, "CHF", "USD", 1614962559532, 0.96
1614962557955, "5162-6162-6858-8091", "Revolut", 11, "Shop_am_Eck", 84.23, "EUR", "USD", 1614962558528, 1.02
1614962558131, "5183-7004-6670-1672", "Maestro", 11, "Shop_am_Eck", 1.94, "EUR", "USD", 1614962558528, 1.02
1614962558182, "5164-6939-2453-8690", "MasterCard", 5, "Tante_Emma", 40.67, "EUR", "USD", 1614962558528, 1.02
1614962558193, "5138-4653-9353-3077", "MasterCard", 4, "BioMarkt", 1.9, "EUR", "USD", 1614962558528, 1.02
1614962558431, "5131-1241-9605-6672", "Visa", 5, "Tante_Emma", 71.93, "CHF", "USD", 1614962559532, 0.96
1614962558440, "5166-6729-5040-6989", "MasterCard", 12, "BioMarkt", 13.12, "CHF", "USD", 1614962559532, 0.96
1614962558517, "5155-5715-4416-8891", "Diners Club", 4, "BioMarkt", 16.43, "CHF", "USD", 1614962559532, 0.96
1614962558595, "5123-4769-6225-4062", "MasterCard", 15, "BioMarkt", 66.96, "CHF", "USD", 1614962559532, 0.96
1614962558204, "5167-2660-4709-5362", "Maestro", 12, "BioMarkt", 75.23, "EUR", "USD", 1614962558528, 1.02
1614962558682, "5173-2010-3990-7674", "Revolut", 6, "Tante_Emma", 63.91, "CHF", "USD", 1614962559532, 0.96
1614962558274, "5172-8028-2869-7050", "Visa", 13, "BioMarkt", 0.98, "EUR", "USD", 1614962558528, 1.02
1614962558305, "5186-7167-2109-9349", "MasterCard", 5, "Tante_Emma", 76.69, "EUR", "USD", 1614962558528, 1.02
1614962558346, "5183-4348-8791-1032", "MasterCard", 5, "Tante_Emma", 80.69, "EUR", "USD", 1614962558528, 1.02
1614962558694, "5153-8896-7600-3128", "Visa", 7, "Aus_der_Region", 42.45, "CHF", "USD", 1614962559532, 0.96
1614962558860, "5133-3096-8625-2605", "Maestro", 10, "Aus_der_Region", 32.54, "CHF", "USD", 1614962559532, 0.96
1614962558357, "5162-7791-2481-5047", "Visa", 8, "Aus_der_Region", 32.61, "EUR", "USD", 1614962558528, 1.02
1614962558368, "5144-6731-5057-7627", "MasterCard", 6, "Tante_Emma", 17.57, "EUR", "USD", 1614962558528, 1.02
1614962559045, "5150-4630-1122-6522", "Revolut", 0, "Tante_Emma", 44.68, "CHF", "USD", 1614962559532, 0.96
1614962558462, "5152-3565-5694-9984", "Visa", 12, "BioMarkt", 44.67, "EUR", "USD", 1614962558528, 1.02
1614962558505, "5128-8370-3852-9866", "AMEX", 1, "Aus_der_Region", 66.67, "EUR", "USD", 1614962558528, 1.02
1614962558573, "5121-2411-6767-7318", "Visa", 2, "Shop_am_Eck", 1.57, "EUR", "USD", 1614962558528, 1.02
1614962558584, "5143-6396-7532-3756", "Maestro", 6, "Tante_Emma", 78.97, "EUR", "USD", 1614962558528, 1.02
1614962558606, "5179-9899-3194-5183", "Revolut", 1, "Aus_der_Region", 23.06, "EUR", "USD", 1614962558528, 1.02
1614962558671, "5188-1647-1784-2872", "AMEX", 12, "BioMarkt", 18.41, "EUR", "USD", 1614962558528, 1.02
1614962559067, "5175-2447-8558-8212", "Maestro", 11, "Shop_am_Eck", 1.11, "EUR", "USD", 1614962558528, 1.02
1614962559122, "5158-2365-7173-8173", "Visa", 10, "Aus_der_Region", 64.63, "CHF", "USD", 1614962559532, 0.96
1614962559156, "5164-4557-4493-7884", "Diners Club", 15, "BioMarkt", 62.97, "CHF", "USD", 1614962559532, 0.96
1614962559199, "5179-9954-3184-8171", "AMEX", 3, "SihlCity", 48.64, "CHF", "USD", 1614962559532, 0.96
1614962559485, "5113-7108-2461-5622", "MasterCard", 14, "BioMarkt", 77.17, "CHF", "USD", 1614962559532, 0.96
1614962559602, "5132-1250-5995-7962", "Visa", 4, "BioMarkt", 64.12, "CHF", "USD", 1614962559532, 0.96
1614962559759, "5138-7866-7679-3474", "Visa", 11, "Shop_am_Eck", 78.07, "CHF", "USD", 1614962559532, 0.96
1614962559778, "5151-9285-7690-5991", "MasterCard", 11, "Shop_am_Eck", 78.39, "CHF", "USD", 1614962559532, 0.96
1614962559806, "5140-7663-4858-3652", "Visa", 11, "Shop_am_Eck", 48.92, "CHF", "USD", 1614962559532, 0.96
1614962559177, "5110-9756-7381-1841", "MasterCard", 10, "Aus_der_Region", 68.83, "EUR", "USD", 1614962558528, 1.02
1614962559236, "5152-7349-3542-6217", "AMEX", 14, "BioMarkt", 15.96, "EUR", "USD", 1614962558528, 1.02
1614962559266, "5153-5742-2342-9634", "AMEX", 11, "Shop_am_Eck", 35.41, "EUR", "USD", 1614962558528, 1.02
1614962559666, "5139-9878-4545-9727", "MasterCard", 15, "BioMarkt", 42.99, "EUR", "USD", 1614962558528, 1.02
1614962559711, "5181-4154-6176-7159", "Diners Club", 3, "SihlCity", 19.64, "EUR", "USD", 1614962558528, 1.02
1614962559722, "5126-7322-4150-6717", "AMEX", 9, "Aus_der_Region", 62.93, "EUR", "USD", 1614962558528, 1.02
1614962559836, "5192-5913-1485-9901", "Revolut", 12, "BioMarkt", 1.23, "CHF", "USD", 1614962559532, 0.96
1614962559877, "5175-5436-5542-8574", "Visa", 12, "BioMarkt", 78.27, "CHF", "USD", 1614962559532, 0.96
1614962559917, "5183-2090-1353-2749", "Maestro", 3, "SihlCity", 29.0, "CHF", "USD", 1614962559532, 0.96
1614962559991, "5144-6080-7590-5169", "MasterCard", 9, "Aus_der_Region", 10.13, "CHF", "USD", 1614962559532, 0.96
1614962559769, "5123-6462-5739-5528", "Revolut", 4, "BioMarkt", 42.36, "EUR", "USD", 1614962558528, 1.02
1614962559908, "5112-1713-2369-1562", "Revolut", 1, "Aus_der_Region", 49.78, "EUR", "USD", 1614962558528, 1.02
1614962559936, "5138-5143-3632-9976", "MasterCard", 14, "BioMarkt", 66.39, "EUR", "USD", 1614962558528, 1.02
1614962560070, "5175-1343-6174-4685", "Diners Club", 9, "Aus_der_Region", 57.61, "EUR", "CHF", 1614962561540, 1.0
1614962560135, "5120-5832-4983-5860", "Maestro", 6, "Tante_Emma", 83.04, "EUR", "CHF", 1614962561540, 1.0
1614962560010, "5111-6794-6571-8843", "MasterCard", 10, "Aus_der_Region", 65.73, "CHF", "CHF", 1614962560536, 1.0
1614962560193, "5128-3865-4229-6468", "MasterCard", 14, "BioMarkt", 22.09, "CHF", "CHF", 1614962560536, 1.0
1614962560214, "5172-4394-3359-5068", "Maestro", 3, "SihlCity", 77.56, "CHF", "CHF", 1614962560536, 1.0
1614962560285, "5115-4306-5131-1145", "Maestro", 3, "SihlCity", 75.43, "CHF", "CHF", 1614962560536, 1.0
1614962560175, "5139-1121-2782-2493", "Visa", 15, "BioMarkt", 71.76, "EUR", "CHF", 1614962561540, 1.0
1614962560367, "5188-3141-9681-9852", "MasterCard", 9, "Aus_der_Region", 4.75, "CHF", "CHF", 1614962560536, 1.0
1614962560436, "5111-7059-4570-4363", "Maestro", 15, "BioMarkt", 79.16, "CHF", "CHF", 1614962560536, 1.0
1614962560184, "5174-1742-9978-1683", "Visa", 4, "BioMarkt", 77.07, "EUR", "CHF", 1614962561540, 1.0
1614962560477, "5146-8014-8680-6848", "Visa", 2, "Shop_am_Eck", 63.12, "CHF", "CHF", 1614962560536, 1.0
1614962560488, "5147-9636-4798-8844", "Maestro", 14, "BioMarkt", 89.08, "CHF", "CHF", 1614962560536, 1.0
1614962560683, "5159-3458-9500-8779", "MasterCard", 2, "Shop_am_Eck", 17.15, "EUR", "CHF", 1614962561540, 1.0
1614962560599, "5159-8829-9073-1971", "Visa", 10, "Aus_der_Region", 24.61, "CHF", "CHF", 1614962560536, 1.0
1614962560806, "5116-2033-5336-3531", "Maestro", 10, "Aus_der_Region", 1.98, "EUR", "CHF", 1614962561540, 1.0
1614962560662, "5198-2967-6117-6266", "Visa", 7, "Aus_der_Region", 46.27, "CHF", "CHF", 1614962560536, 1.0
1614962560776, "5122-1910-4144-2165", "Diners Club", 12, "BioMarkt", 30.75, "CHF", "CHF", 1614962560536, 1.0
1614962560940, "5195-2386-6579-9479", "Maestro", 14, "BioMarkt", 8.85, "CHF", "CHF", 1614962560536, 1.0
1614962560993, "5171-8365-1651-1999", "MasterCard", 12, "BioMarkt", 74.98, "CHF", "CHF", 1614962560536, 1.0
1614962561029, "5149-6852-3670-2002", "Diners Club", 1, "Aus_der_Region", 13.14, "CHF", "CHF", 1614962560536, 1.0
1614962560840, "5180-8205-3882-5879", "Maestro", 9, "Aus_der_Region", 53.17, "EUR", "CHF", 1614962561540, 1.0
1614962560929, "5129-2537-3992-3393", "AMEX", 10, "Aus_der_Region", 15.55, "EUR", "CHF", 1614962561540, 1.0
1614962560973, "5159-8471-2715-6512", "Visa", 15, "BioMarkt", 78.24, "EUR", "CHF", 1614962561540, 1.0
1614962561021, "5178-2706-1659-9097", "AMEX", 2, "Shop_am_Eck", 18.62, "EUR", "CHF", 1614962561540, 1.0
1614962561192, "5120-8871-1834-8418", "Diners Club", 9, "Aus_der_Region", 6.57, "EUR", "CHF", 1614962561540, 1.0
1614962561312, "5127-5837-7311-5790", "Revolut", 12, "BioMarkt", 76.49, "EUR", "CHF", 1614962561540, 1.0
1614962561038, "5126-2751-7300-5171", "Maestro", 7, "Aus_der_Region", 52.07, "CHF", "CHF", 1614962560536, 1.0
1614962561048, "5163-5116-1744-3007", "Revolut", 1, "Aus_der_Region", 79.08, "CHF", "CHF", 1614962560536, 1.0
1614962561278, "5161-1226-8479-2338", "MasterCard", 6, "Tante_Emma", 64.47, "CHF", "CHF", 1614962560536, 1.0
1614962561388, "5147-9156-8737-9027", "Visa", 8, "Aus_der_Region", 28.26, "CHF", "CHF", 1614962560536, 1.0
1614962561399, "5188-6583-1821-5953", "Visa", 0, "Tante_Emma", 65.1, "CHF", "CHF", 1614962560536, 1.0
1614962561451, "5165-6412-1253-1762", "MasterCard", 12, "BioMarkt", 13.64, "CHF", "CHF", 1614962560536, 1.0
1614962561614, "5188-3128-9550-4608", "Diners Club", 5, "Tante_Emma", 35.18, "CHF", "CHF", 1614962560536, 1.0
1614962561460, "5168-5194-2146-9911", "Revolut", 8, "Aus_der_Region", 6.94, "EUR", "CHF", 1614962561540, 1.0
1614962561480, "5148-8814-9383-4735", "Diners Club", 14, "BioMarkt", 43.99, "EUR", "CHF", 1614962561540, 1.0
1614962561508, "5183-3434-3027-5208", "Maestro", 11, "Shop_am_Eck", 3.18, "EUR", "CHF", 1614962561540, 1.0
1614962561596, "5176-7946-8825-1366", "Revolut", 5, "Tante_Emma", 84.54, "EUR", "CHF", 1614962561540, 1.0
1614962561762, "5124-5777-9749-1105", "AMEX", 9, "Aus_der_Region", 75.84, "EUR", "CHF", 1614962561540, 1.0
1614962561816, "5132-4742-4521-7879", "AMEX", 13, "BioMarkt", 70.06, "EUR", "CHF", 1614962561540, 1.0
1614962562071, "5135-6911-3880-1304", "Maestro", 6, "Tante_Emma", 45.6, "EUR", "CHF", 1614962562545, 0.93
1614962562071, "5135-6911-3880-1304", "Maestro", 6, "Tante_Emma", 45.6, "EUR", "CHF", 1614962563551, 1.0
1614962562187, "5153-7233-9426-7333", "AMEX", 13, "BioMarkt", 29.33, "EUR", "CHF", 1614962562545, 0.93
1614962562187, "5153-7233-9426-7333", "AMEX", 13, "BioMarkt", 29.33, "EUR", "CHF", 1614962563551, 1.0
1614962562326, "5137-2708-1119-2445", "Visa", 13, "BioMarkt", 13.5, "EUR", "CHF", 1614962562545, 0.93
1614962562326, "5137-2708-1119-2445", "Visa", 13, "BioMarkt", 13.5, "EUR", "CHF", 1614962563551, 1.0
1614962562348, "5112-3002-7448-3579", "Visa", 2, "Shop_am_Eck", 10.15, "EUR", "CHF", 1614962562545, 0.93
1614962562348, "5112-3002-7448-3579", "Visa", 2, "Shop_am_Eck", 10.15, "EUR", "CHF", 1614962563551, 1.0
1614962562455, "5160-3413-8476-6638", "AMEX", 15, "BioMarkt", 51.23, "EUR", "CHF", 1614962562545, 0.93
1614962562455, "5160-3413-8476-6638", "AMEX", 15, "BioMarkt", 51.23, "EUR", "CHF", 1614962563551, 1.0
1614962562476, "5147-7645-1553-3022", "AMEX", 15, "BioMarkt", 4.8, "EUR", "CHF", 1614962562545, 0.93
1614962562476, "5147-7645-1553-3022", "AMEX", 15, "BioMarkt", 4.8, "EUR", "CHF", 1614962563551, 1.0
1614962562591, "5162-7098-6022-6702", "Revolut", 14, "BioMarkt", 25.95, "EUR", "CHF", 1614962562545, 0.93
1614962562591, "5162-7098-6022-6702", "Revolut", 14, "BioMarkt", 25.95, "EUR", "CHF", 1614962563551, 1.0
1614962562912, "5152-8943-7227-2197", "Revolut", 1, "Aus_der_Region", 83.03, "EUR", "CHF", 1614962562545, 0.93
1614962562912, "5152-8943-7227-2197", "Revolut", 1, "Aus_der_Region", 83.03, "EUR", "CHF", 1614962563551, 1.0
1614962562934, "5117-3988-2960-8713", "Diners Club", 5, "Tante_Emma", 5.82, "EUR", "CHF", 1614962562545, 0.93
1614962562934, "5117-3988-2960-8713", "Diners Club", 5, "Tante_Emma", 5.82, "EUR", "CHF", 1614962563551, 1.0
1614962563109, "5139-6372-7985-9869", "Diners Club", 8, "Aus_der_Region", 45.85, "EUR", "CHF", 1614962562545, 0.93
1614962563109, "5139-6372-7985-9869", "Diners Club", 8, "Aus_der_Region", 45.85, "EUR", "CHF", 1614962563551, 1.0
1614962563282, "5179-8638-8687-6993", "Maestro", 14, "BioMarkt", 43.77, "EUR", "CHF", 1614962562545, 0.93
1614962563282, "5179-8638-8687-6993", "Maestro", 14, "BioMarkt", 43.77, "EUR", "CHF", 1614962563551, 1.0
1614962563323, "5163-3086-1251-3264", "AMEX", 7, "Aus_der_Region", 28.26, "EUR", "CHF", 1614962562545, 0.93
1614962563323, "5163-3086-1251-3264", "AMEX", 7, "Aus_der_Region", 28.26, "EUR", "CHF", 1614962563551, 1.0
1614962563485, "5164-3229-6372-8913", "Diners Club", 9, "Aus_der_Region", 11.76, "EUR", "CHF", 1614962562545, 0.93
1614962563485, "5164-3229-6372-8913", "Diners Club", 9, "Aus_der_Region", 11.76, "EUR", "CHF", 1614962563551, 1.0
1614962563697, "5116-6925-3684-8163", "Diners Club", 3, "SihlCity", 52.66, "EUR", "CHF", 1614962562545, 0.93
1614962563697, "5116-6925-3684-8163", "Diners Club", 3, "SihlCity", 52.66, "EUR", "CHF", 1614962563551, 1.0
1614962563910, "5131-8600-5732-5311", "Revolut", 10, "Aus_der_Region", 10.03, "EUR", "EUR", 1614962565563, 1.0
1614962563921, "5124-2230-1397-1885", "Diners Club", 6, "Tante_Emma", 57.84, "USD", "USD", 1614962564557, 1.0
1614962564129, "5136-1708-1022-4631", "AMEX", 1, "Aus_der_Region", 15.81, "USD", "USD", 1614962564557, 1.0
1614962564202, "5143-5607-6510-8301", "Visa", 4, "BioMarkt", 73.35, "USD", "USD", 1614962564557, 1.0
1614962563966, "5160-9698-6397-3613", "Diners Club", 12, "BioMarkt", 40.98, "EUR", "EUR", 1614962565563, 1.0
1614962564255, "5150-1227-6901-9988", "MasterCard", 12, "BioMarkt", 31.4, "EUR", "EUR", 1614962565563, 1.0
1614962564273, "5185-6987-8953-1741", "AMEX", 3, "SihlCity", 4.72, "USD", "USD", 1614962564557, 1.0
1614962564355, "5172-9709-7078-3146", "Maestro", 6, "Tante_Emma", 27.22, "EUR", "EUR", 1614962565563, 1.0
1614962564416, "5153-4328-7267-3913", "MasterCard", 12, "BioMarkt", 73.8, "EUR", "EUR", 1614962565563, 1.0
1614962564303, "5113-7487-8433-8226", "Visa", 11, "Shop_am_Eck", 65.57, "USD", "USD", 1614962564557, 1.0
1614962564428, "5114-6367-5444-1058", "Diners Club", 4, "BioMarkt", 76.17, "EUR", "EUR", 1614962565563, 1.0
1614962564396, "5162-2217-4184-5136", "Maestro", 9, "Aus_der_Region", 14.01, "USD", "USD", 1614962564557, 1.0
1614962564523, "5158-4913-7837-6031", "AMEX", 9, "Aus_der_Region", 87.09, "USD", "USD", 1614962564557, 1.0
1614962564544, "5184-8843-6039-5786", "Revolut", 13, "BioMarkt", 22.51, "USD", "USD", 1614962564557, 1.0
1614962564482, "5166-9018-4734-1645", "Revolut", 12, "BioMarkt", 2.43, "EUR", "EUR", 1614962565563, 1.0
1614962564501, "5182-5440-2457-1683", "AMEX", 5, "Tante_Emma", 44.74, "EUR", "EUR", 1614962565563, 1.0
1614962564662, "5154-8714-8981-4787", "Visa", 14, "BioMarkt", 82.0, "USD", "USD", 1614962564557, 1.0
1614962564756, "5164-6726-4639-8171", "MasterCard", 0, "Tante_Emma", 78.16, "USD", "USD", 1614962564557, 1.0
1614962564786, "5110-2259-4978-1206", "Maestro", 11, "Shop_am_Eck", 57.4, "USD", "USD", 1614962564557, 1.0
1614962564641, "5149-2498-4913-4228", "Visa", 12, "BioMarkt", 9.57, "EUR", "EUR", 1614962565563, 1.0
1614962564651, "5168-6163-7780-5601", "Diners Club", 8, "Aus_der_Region", 60.0, "EUR", "EUR", 1614962565563, 1.0
1614962564746, "5195-5231-8086-9737", "Visa", 1, "Aus_der_Region", 45.3, "EUR", "EUR", 1614962565563, 1.0
1614962565117, "5161-9394-6809-7875", "Revolut", 11, "Shop_am_Eck", 50.77, "EUR", "EUR", 1614962565563, 1.0
1614962564807, "5192-4915-9821-4326", "Diners Club", 3, "SihlCity", 29.69, "USD", "USD", 1614962564557, 1.0
1614962564849, "5125-6895-3855-2637", "Diners Club", 0, "Tante_Emma", 9.64, "USD", "USD", 1614962564557, 1.0
1614962565137, "5179-5814-5706-7523", "Maestro", 9, "Aus_der_Region", 14.73, "USD", "USD", 1614962564557, 1.0
1614962565158, "5157-2148-7358-6931", "Visa", 0, "Tante_Emma", 61.2, "EUR", "EUR", 1614962565563, 1.0
1614962565277, "5135-3056-1682-2576", "Revolut", 2, "Shop_am_Eck", 16.78, "EUR", "EUR", 1614962565563, 1.0
1614962565297, "5171-7745-9225-4141", "Visa", 0, "Tante_Emma", 51.79, "EUR", "EUR", 1614962565563, 1.0
1614962565405, "5134-5166-7428-8698", "AMEX", 13, "BioMarkt", 80.58, "EUR", "EUR", 1614962565563, 1.0
1614962565458, "5172-3781-1701-6727", "Revolut", 5, "Tante_Emma", 51.59, "EUR", "EUR", 1614962565563, 1.0
1614962565561, "5167-6881-3814-8190", "MasterCard", 5, "Tante_Emma", 46.15, "EUR", "EUR", 1614962565563, 1.0
1614962565572, "5115-5337-6593-4775", "Visa", 2, "Shop_am_Eck", 24.7, "EUR", "EUR", 1614962565563, 1.0
1614962565800, "5198-3493-3980-2501", "Maestro", 14, "BioMarkt", 86.76, "EUR", "EUR", 1614962565563, 1.0
1614962565366, "5127-4722-2962-1549", "MasterCard", 6, "Tante_Emma", 83.62, "USD", "USD", 1614962564557, 1.0
1614962565375, "5139-8789-7746-8812", "AMEX", 15, "BioMarkt", 57.79, "USD", "USD", 1614962564557, 1.0
1614962565501, "5143-6370-2462-2231", "Visa", 7, "Aus_der_Region", 11.58, "USD", "USD", 1614962564557, 1.0
1614962565713, "5153-9050-3798-7952", "Maestro", 1, "Aus_der_Region", 46.97, "USD", "USD", 1614962564557, 1.0
1614962565777, "5177-4743-6240-9400", "Revolut", 14, "BioMarkt", 10.55, "USD", "USD", 1614962564557, 1.0
1614962565840, "5185-1749-5353-6748", "Maestro", 5, "Tante_Emma", 57.27, "USD", "USD", 1614962564557, 1.0
1614962565896, "5163-4045-3367-9489", "Maestro", 2, "Shop_am_Eck", 44.34, "USD", "USD", 1614962564557, 1.0
1614962566056, "5170-2852-2351-6921", "Visa", 10, "Aus_der_Region", 1.78, "CHF", "EUR", 1614962566569, 1.02
1614962565993, "5188-5518-9361-9819", "Visa", 4, "BioMarkt", 54.17, "EUR", "EUR", 1614962567574, 1.0
1614962566066, "5197-1404-4816-4082", "AMEX", 7, "Aus_der_Region", 81.73, "EUR", "EUR", 1614962567574, 1.0
1614962566111, "5121-1586-5079-3725", "Visa", 13, "BioMarkt", 85.64, "EUR", "EUR", 1614962567574, 1.0
1614962566122, "5126-2977-7478-7525", "Diners Club", 10, "Aus_der_Region", 66.04, "EUR", "EUR", 1614962567574, 1.0
1614962566262, "5164-2349-5163-7342", "AMEX", 13, "BioMarkt", 80.41, "CHF", "EUR", 1614962566569, 1.02
1614962566490, "5183-1392-4755-5971", "Visa", 12, "BioMarkt", 75.5, "EUR", "EUR", 1614962567574, 1.0
1614962566569, "5122-3189-5909-3267", "AMEX", 6, "Tante_Emma", 64.45, "EUR", "EUR", 1614962567574, 1.0
1614962566324, "5159-7168-1000-5243", "Maestro", 8, "Aus_der_Region", 8.88, "CHF", "EUR", 1614962566569, 1.02
1614962566383, "5136-8500-7852-6424", "Revolut", 2, "Shop_am_Eck", 47.93, "CHF", "EUR", 1614962566569, 1.02
1614962566442, "5139-2134-2391-9470", "AMEX", 5, "Tante_Emma", 39.18, "CHF", "EUR", 1614962566569, 1.02
1614962566673, "5183-5506-8599-3960", "Revolut", 10, "Aus_der_Region", 31.27, "EUR", "EUR", 1614962567574, 1.0
1614962566718, "5119-6987-4612-9663", "Revolut", 11, "Shop_am_Eck", 76.71, "EUR", "EUR", 1614962567574, 1.0
1614962566607, "5117-7876-3848-3359", "Diners Club", 5, "Tante_Emma", 45.36, "CHF", "EUR", 1614962566569, 1.02
